"teenused_id";"teenuse_nimi";"vigane_url";"asutus";"haldusala";"õigusakti_pealkiri (olemasolul)";"vea_kirjeldus"
"ERM-002";"Eesti Rahva Muuseumi e-pood";"http://www.erm.ee/et/pood/avaleht";"Eesti Rahva Muuseum";"Kultuuriministeeriumi haldusala";"pole";"vigane viide kanalile"
"KEM-009";"Kalade asustamisloa väljastamine";"http://www.keskkonnaamet.ee/organistatsioon/kontakt-2/k/";"Keskkonnaministeerium";"Keskkonnaministeeriumi haldusala";"pole";"vigane viide kanalile"
"KKA-005";"Ohtlike jäätmete käitluslitsentsi väljastamine";"http://www.keskkonnaamet.ee/public/1_Ohtlike_jaatmete_litsents.pdf";"Keskkonnaamet";"Keskkonnaministeeriumi haldusala";"pole";"vigane viide kanalile"
"KKA-011";"Vee erikasutusloa väljastamine";"http://www.keskkonnaamet.ee/public/10_Vee_erikasutusloa_taotlemine.pdf";"Keskkonnaamet";"Keskkonnaministeeriumi haldusala";"pole";"vigane viide kanalile"
"KKA-012";"Veekaitsevööndis tööde kooskõlastamine";"http://www.keskkonnaamet.ee/public/11_Veekaitsevoondis_teostatavad_tood.pdf";"Keskkonnaamet";"Keskkonnaministeeriumi haldusala";"pole";"vigane viide kanalile"
"KKA-014";"Veehaarde sanitaarkaitseala vähendamise või suurendamise taotlemine";"http://www.keskkonnaamet.ee/public/12_Veehaarde_sanitaarkaitseala_vahendamine.pdf";"Keskkonnaamet";"Keskkonnaministeeriumi haldusala";"pole";"vigane viide kanalile"
"KKA-015";"Keskkonnakompleksloa taotlemine ning loa muutmine";"http://www.keskkonnaamet.ee/public/15_Kompleksloa_menetlemine_muutmine.pdf";"Keskkonnaamet";"Keskkonnaministeeriumi haldusala";"pole";"vigane viide kanalile"
"KKA-019";"Planeeringute kooskõlastamine";"http://www.keskkonnaamet.ee/public/16_planeeringute_kooskolastamine.pdf";"Keskkonnaamet";"Keskkonnaministeeriumi haldusala";"pole";"vigane viide kanalile"
"KKA-007";"Jäätmeloa väljastamine";"http://www.keskkonnaamet.ee/public/2_jaatmeloa_taotlemine.pdf";"Keskkonnaamet";"Keskkonnaministeeriumi haldusala";"pole";"vigane viide kanalile"
"KKA-020";"Maavara kaevandamise loa taotlemine";"http://www.keskkonnaamet.ee/public/21_Kaevandamisloa_taotlemine.pdf";"Keskkonnaamet";"Keskkonnaministeeriumi haldusala";"pole";"vigane viide kanalile"
"KKA-021";"Üldgeoloogilise uurimistöö ja geoloogilise uuringu loa taotlemine";"http://www.keskkonnaamet.ee/public/22_Uldgeoloogilise_uuringuloa.pdf";"Keskkonnaamet";"Keskkonnaministeeriumi haldusala";"pole";"vigane viide kanalile"
"KKA-017";"Maavaravaru või loodusliku kivimi teisele kinnisasjale transportimise nõusoleku taotlemine";"http://www.keskkonnaamet.ee/public/23_maavaravaru_transportimise_nousoleku_taotlemine.pdf";"Keskkonnaamet";"Keskkonnaministeeriumi haldusala";"pole";"vigane viide kanalile"
"KKA-016";"Kaevise võõrandamise või väljaspool kinnisasja kasutamise nõusoleku taotlemine";"http://www.keskkonnaamet.ee/public/24_kaevise_teisaldamise_nousoleku_taotlemine.pdf";"Keskkonnaamet";"Keskkonnaministeeriumi haldusala";"pole";"vigane viide kanalile"
"KKA-022";"Loomade/lindude tekitatud kahju hüvitamise taotlemine";"http://www.keskkonnaamet.ee/public/25_Looma_linnukahju.pdf";"Keskkonnaamet";"Keskkonnaministeeriumi haldusala";"pole";"vigane viide kanalile"
"KKA-006";"Jäätmeloa omamise kohustusest vabastatud isiku või tavajäätmete vedaja registreerimistõendi väljastamine";"http://www.keskkonnaamet.ee/public/3_Jaatmeloa_omamise_kohustusest_vabastatud_registreerimistoendi_taotlemine.pdf";"Keskkonnaamet";"Keskkonnaministeeriumi haldusala";"pole";"vigane viide kanalile"
"KKA-008";"Välisõhu saasteloa väljastamine";"http://www.keskkonnaamet.ee/public/4_Valisohu_saasteloa_teenusstandard.pdf";"Keskkonnaamet";"Keskkonnaministeeriumi haldusala";"pole";"vigane viide kanalile"
"KKA-032";"Jahiulukite tehiskeskkonnas hoidmise koha registreerimine";"http://www.keskkonnaamet.ee/public/40_Jahiulukite_tehiskeskkonnas_registreerimine.pdf";"Keskkonnaamet";"Keskkonnaministeeriumi haldusala";"pole";"vigane viide kanalile"
"KKA-033";"Metsateatise esitamine";"http://www.keskkonnaamet.ee/public/41_Metsateatis.pdf";"Keskkonnaamet";"Keskkonnaministeeriumi haldusala";"pole";"vigane viide kanalile"
"KKA-024";"Metsapuude istutusmaterjali sertifitseerimine";"http://www.keskkonnaamet.ee/public/43_Istutusmaterjali_sertifitseerimine.pdf";"Keskkonnaamet";"Keskkonnaministeeriumi haldusala";"pole";"vigane viide kanalile"
"KKA-025";"Metsapuude seemnepartii sertifitseerimine";"http://www.keskkonnaamet.ee/public/44_Seemnepartii_sertifitseerimine.pdf";"Keskkonnaamet";"Keskkonnaministeeriumi haldusala";"pole";"vigane viide kanalile"
"KKA-026";"Kiirgustegevusloa taotlemine";"http://www.keskkonnaamet.ee/public/45_Kiirgusloa_taotlemine.pdf";"Keskkonnaamet";"Keskkonnaministeeriumi haldusala";"pole";"vigane viide kanalile"
"KKA-027";"Kvalifitseeritud kiirguseksperdi litsentsi taotlemine";"http://www.keskkonnaamet.ee/public/46_kiirgusekspert_litsentsi_taotlemine.pdf";"Keskkonnaamet";"Keskkonnaministeeriumi haldusala";"pole";"vigane viide kanalile"
"KKA-028";"Kiirgustaseme mõõtmine";"http://www.keskkonnaamet.ee/public/47_Kiirgustaseme_mootmine.pdf";"Keskkonnaamet";"Keskkonnaministeeriumi haldusala";"pole";"vigane viide kanalile"
"KKA-029";"Kiirgustöötajate isikudooside seire";"http://www.keskkonnaamet.ee/public/48_Kiirgustootajate_isikudoos.pdf";"Keskkonnaamet";"Keskkonnaministeeriumi haldusala";"pole";"vigane viide kanalile"
"KKA-030";"Kiirgusohutushinnangu osutamine";"http://www.keskkonnaamet.ee/public/49_Kiirgusohutuse_hinnang.pdf";"Keskkonnaamet";"Keskkonnaministeeriumi haldusala";"pole";"vigane viide kanalile"
"KKA-009";"Lõhnaaine vähendamise tegevuskava kinnitamine";"http://www.keskkonnaamet.ee/public/5_Lohnaaine_vahendmaise_tegevuskava_kinnitamine.pdf";"Keskkonnaamet";"Keskkonnaministeeriumi haldusala";"pole";"vigane viide kanalile"
"KKA-031";"Radooni mõõtmine";"http://www.keskkonnaamet.ee/public/50_radooni_mootmine.pdf";"Keskkonnaamet";"Keskkonnaministeeriumi haldusala";"pole";"vigane viide kanalile"
"KKA-004";"FOKA registris hooldustöötajate registreerimine";"http://www.keskkonnaamet.ee/public/Teenusstandardid_2014/49._Hooldustoode_teostajate_registreerimine_FOKA.pdf";"Keskkonnaamet";"Keskkonnaministeeriumi haldusala";"pole";"vigane viide kanalile"
"KEM-016";"Fluoritud kasvuhoonegaaside aruannete esitamine";"http://www.keskkonnaamet.ee/teenused/valisohukaitse/fluoritud-kasvuhoonegaasid-ja-osoonikihti-kahandavad-ained/fluoritud-kasvuhoonegaaside-aruandlus-4/";"Keskkonnaministeerium";"Keskkonnaministeeriumi haldusala";"pole";"vigane viide kanalile"
"KURG-001";"Ekskursioon";"http://www.kurgja.ee/ekskursioonid.html";"C. R. Jakobsoni Talumuuseum";"Maaeluministeeriumi haldusala";"pole";"vigane viide kanalile"
"KURG-002";"Haridusprogramm";"http://www.kurgja.ee/haridusprogrammid.html";"C. R. Jakobsoni Talumuuseum";"Maaeluministeeriumi haldusala";"pole";"vigane viide kanalile"
"KURG-008";"Muuseumikogude kasutamine ja uurijate teenindamine.";"http://www.kurgja.ee/muuseumi_kogude_kasutamine_ja_uurijate_teenindamine.html";"C. R. Jakobsoni Talumuuseum";"Maaeluministeeriumi haldusala";"pole";"vigane viide kanalile"
"KURG-003";"Talukultuurikool";"http://www.kurgja.ee/talukultuuri_kool.html";"C. R. Jakobsoni Talumuuseum";"Maaeluministeeriumi haldusala";"pole";"vigane viide kanalile"
"KURG-007";"Telkimine";"http://www.kurgja.ee/telkimine_piknikud.html";"C. R. Jakobsoni Talumuuseum";"Maaeluministeeriumi haldusala";"pole";"vigane viide kanalile"
"KURG-006";"Toitlustamine";"http://www.kurgja.ee/toitlustamine.html";"C. R. Jakobsoni Talumuuseum";"Maaeluministeeriumi haldusala";"pole";"vigane viide kanalile"
"KURG-005";"Koosviibimiste korraldamine";"http://www.kurgja.ee/urituste_korraldamine.html";"C. R. Jakobsoni Talumuuseum";"Maaeluministeeriumi haldusala";"pole";"vigane viide kanalile"
"RA-016";"Eraõiguslike isikute arhivaalide kogumine";"http://www.ra.ee/et/eraoiguslike-asutuste-arhivaalide-kogumine/";"Rahvusarhiiv";"Haridus- ja Teadusministeeriumi haldusala";"pole";"vigane viide kanalile"
"RA-013";"Avalike asutuste dokumentide hindamine (arhiiviväärtusliku ainese väljaselgitamine)";"http://www.ra.ee/et/hindamine/";"Rahvusarhiiv";"Haridus- ja Teadusministeeriumi haldusala";"pole";"vigane viide kanalile"
"RA-015";"Eraõiguslike isikute dokumentide hindamine";"http://www.ra.ee/et/hindamine/";"Rahvusarhiiv";"Haridus- ja Teadusministeeriumi haldusala";"pole";"vigane viide kanalile"
"RA-011";"Asutuste dokumendi- ja arhiivihaldusealane nõustamine";"http://www.ra.ee/et/noustamine/";"Rahvusarhiiv";"Haridus- ja Teadusministeeriumi haldusala";"pole";"vigane viide kanalile"
"RA-012";"Avalike asutuste liigitusskeemide kooskõlastamine";"http://www.ra.ee/et/uam/";"Rahvusarhiiv";"Haridus- ja Teadusministeeriumi haldusala";"pole";"vigane viide kanalile"
"RA-017";"Avalike asutuste tähtajaliste digitaaldokumentide säilitamine";"http://www.ra.ee/et/uam/";"Rahvusarhiiv";"Haridus- ja Teadusministeeriumi haldusala";"pole";"vigane viide kanalile"
"RA-014";"Avalike arhivaalide vastuvõtmine ametiasutustelt";"http://www.ra.ee/et/uam/";"Rahvusarhiiv";"Haridus- ja Teadusministeeriumi haldusala";"pole";"vigane viide kanalile"
"MKM-044";"Teenuste kirjeldamine teenuste kataloogis";"http://www.riigiteenused.ee/en";"Majandus- ja Kommunikatsiooniministeerium";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"pole";"vigane viide kanalile"
"ESM-002";"Näituseinventari laenutamine";"http://www.spordimuuseum.ee/teenused";"Eesti Spordimuuseum";"Kultuuriministeeriumi haldusala";"pole";"vigane viide kanalile"
"ESM-001";"Spordiajalooliste näituste koostamine";"http://www.spordimuuseum.ee/teenused";"Eesti Spordimuuseum";"Kultuuriministeeriumi haldusala";"pole";"vigane viide kanalile"
"STAT-004";"Konfidentsiaalsete andmete kasutamine teadustööks";"http://www.stat.ee/konfidentsiaalsete-andmete-kasutamine-turvalisel-tookohal";"Statistikaamet";"Rahandusministeeriumi haldusala";"pole";"vigane viide kanalile"
"TJA-051";"Ajatempliteenuse osutaja registreerimine";"http://www.tja.ee/digitaalallkiri/";"Tehnilise Järelevalve Amet";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"pole";"vigane viide kanalile"
"TJA-050";"Sertifitseerimisteenuse osutaja registreerimine";"http://www.tja.ee/digitaalallkiri/";"Tehnilise Järelevalve Amet";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"pole";"vigane viide kanalile"
"TJA-078";"Raudteerajatiste kirjaliku nõusoleku väljastamine";"http://www.tja.ee/kirjalik-nousolek";"Tehnilise Järelevalve Amet";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"pole";"vigane viide kanalile"
"TJA-057";"Ohutusjuhtimise süsteemi kooskõlastamine ja kinnitamine";"http://www.tja.ee/maarused-3/";"Tehnilise Järelevalve Amet";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"pole";"vigane viide kanalile"
"TJA-058";"Ohutustunnistuste väljastamine";"http://www.tja.ee/ohutustunnistus/";"Tehnilise Järelevalve Amet";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"pole";"vigane viide kanalile"
"MAA-006";"X-GIS kaardiserver";"http://xgis.maaamet.ee/";"Maa-amet";"Keskkonnaministeeriumi haldusala";"pole";"vigane viide kanalile"
"MAA-001";"Aadressiandmete süsteemi infosüsteem (ADS-i infosüsteem)";"http://xgis.maaamet.ee/adsavalik/";"Maa-amet";"Keskkonnaministeeriumi haldusala";"pole";"vigane viide kanalile"
"MAA-030";"Keskkonnaministeeriumi riigivara arvestuse pidamise teenus";"http://xgis.maaamet.ee/KKMVara/kkmvara";"Maa-amet";"Keskkonnaministeeriumi haldusala";"pole";"vigane viide kanalile"
"MAA-031";"Vahetamiste, omandamiste ning ostueesõiguste päevaraamatud";"http://xgis.maaamet.ee/VOOPRaamat/raamat";"Maa-amet";"Keskkonnaministeeriumi haldusala";"pole";"vigane viide kanalile"
"MAA-032";"Kasutuse virtuaalkontori kaardirakendus";"http://xgis.maaamet.ee/xGIS/XGis?app_id=KASUTUS&bbox=354541,6244119.41545894,754541,6787114.58454106&LANG=1";"Maa-amet";"Keskkonnaministeeriumi haldusala";"pole";"vigane viide kanalile"
"MAA-033";"Riigimaa kasutuse kaardirakendus";"http://xgis.maaamet.ee/xGIS/XGis?app_id=MA07&bbox=354541,6244119.41545894,754541,6787114.58454106&LANG=1";"Maa-amet";"Keskkonnaministeeriumi haldusala";"pole";"vigane viide kanalile"
"MAA-029";"Riigimaade müügi kaardirakendus";"http://xgis.maaamet.ee/xGIS/XGis?app_id=MA09&user_id=at&bbox=354541,6335571.64852608,754541,6695662.35147392&LANG=1";"Maa-amet";"Keskkonnaministeeriumi haldusala";"pole";"vigane viide kanalile"
"MAA-034";"Ministeeriumite huvide kaardirakendus";"http://xgis.maaamet.ee/xGIS/XGis?app_id=MINHUVI&bbox=365000,6250471.01449275,740000,6759528.98550725&LANG=1";"Maa-amet";"Keskkonnaministeeriumi haldusala";"pole";"vigane viide kanalile"
"RTK-003";"Standardiseeritud finants-, personali- ja palgaarvestus alane aruandlus";"https://aruanded.fin.ee/";"Riigi Tugiteenuste Keskus";"Rahandusministeeriumi haldusala";"pole";"vigane viide kanalile"
"PMA-001";"Mahepõllumajanduslik tootmine";"https://cas.agri.ee/epm-cas/login?service=https%3A%2F%2Fportaal.agri.ee%2Fepm-portal%2Fj_spring_cas_security_check";"Põllumajandusamet";"Maaeluministeeriumi haldusala";"pole";"vigane viide kanalile"
"VET-010";"Majandustegevusteate/tegevusloa taotluse esitamine toidu ning toiduga kokkupuutuvate materjalide ja esemete käitlemise kohta";"https://cas.agri.ee/epm-cas/login?service=https%3A%2F%2Fportaal.agri.ee%2Fepm-portal%2Fj_spring_cas_security_check";"Veterinaar- ja Toiduamet";"Maaeluministeeriumi haldusala";"pole";"vigane viide kanalile"
"VET-005";"Majandustegevusteate esitamine sööda käitlemiseks";"https://cas.agri.ee/epm-cas/login?service=https%3A%2F%2Fportaal.agri.ee%2Fepm-portal%2Fj_spring_cas_security_check";"Veterinaar- ja Toiduamet";"Maaeluministeeriumi haldusala";"pole";"vigane viide kanalile"
"VET-004";"Veterinaararsti kutsetegevusloa taotlemine";"https://cas.agri.ee/epm-cas/login?service=https%3A%2F%2Fportaal.agri.ee%2Fepm-portal%2Fj_spring_cas_security_check";"Veterinaar- ja Toiduamet";"Maaeluministeeriumi haldusala";"pole";"vigane viide kanalile"
"VET-014";"Toidulisandi või eritoidu esmakordse turuleviimise teatise esitamine";"https://cas.agri.ee/epm-cas/login?service=https%3A%2F%2Fportaal.agri.ee%2Fepm-portal%2Fj_spring_cas_security_check";"Veterinaar- ja Toiduamet";"Maaeluministeeriumi haldusala";"pole";"vigane viide kanalile"
"TJA-021";"Pürotehnilise toote käitlemise tegevusloa taotluse läbivaatamine";"https://emoodul.tja.ee/web/";"Tehnilise Järelevalve Amet";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"pole";"vigane viide kanalile"
