"teenused_id";"teenuse_nimi";"vigane_url";"asutus";"haldusala";"õigusakti_pealkiri (olemasolul)";"vea_kirjeldus"
"PMK-001";"Taimekahjustajate laboratoorne määramine";"http://pmk.agri.ee/files/f413/Lisa%204.pdf";"Põllumajandusuuringute Keskus";"Maaeluministeeriumi haldusala";"Taimetervise ja mikrobiloogia laboratooriumi taimetervise sektrori teenustööde hinnakiri";"vigane viide regulatsioonile"
"PMK-001";"Taimekahjustajate laboratoorne määramine";"http://pmk.agri.ee/files/f401/TTMBL_pohimaarus.pdf";"Põllumajandusuuringute Keskus";"Maaeluministeeriumi haldusala";"Põllumajandusuuringute keskuse taimetervise ja mikrobioloogia laboratooriumi põhimäärus";"vigane viide regulatsioonile"
"PMK-002";"Mikrobioloogilised analüüsid taimsetest saadustest, söödast, kompostist ja mullast";"http://pmk.agri.ee/files/f413/Lisa%205.pdf";"Põllumajandusuuringute Keskus";"Maaeluministeeriumi haldusala";"Taimetervise ja mikrobioloogia laboratooriumi mikrobioloogia sektori teenustööde hinnakiri";"vigane viide regulatsioonile"
"PMK-002";"Mikrobioloogilised analüüsid taimsetest saadustest, söödast, kompostist ja mullast";"http://pmk.agri.ee/files/f401/TTMBL_pohimaarus.pdf";"Põllumajandusuuringute Keskus";"Maaeluministeeriumi haldusala";"Põllumajandusuuringute keskuse taimetervise ja mikrobioloogia laboratooriumi põhimäärus";"vigane viide regulatsioonile"
"PMK-003";"Taimekaitsevahendite, jälgelementide ja mükotoksiinide sisaldus määramine";"http://pmk.agri.ee/files/f413/Lisa%202.pdf";"Põllumajandusuuringute Keskus";"Maaeluministeeriumi haldusala";"Jääkide ja saasteainete laboratooriumi teenustööde hinnakiri";"vigane viide regulatsioonile"
"PMK-003";"Taimekaitsevahendite, jälgelementide ja mükotoksiinide sisaldus määramine";"http://pmk.agri.ee/files/f490/JSL.pdf";"Põllumajandusuuringute Keskus";"Maaeluministeeriumi haldusala";"Jääkide ja saasteainete labori põhimäärus";"vigane viide regulatsioonile"
"PMK-004";"Teravilja ja teraviljasaaduste nõuetekohasuse tõendamine";"http://pmk.agri.ee/files/f220/VSO_pohimaarus.pdf";"Põllumajandusuuringute Keskus";"Maaeluministeeriumi haldusala";"Põllumajandusuuringute Keskuse vastavustõendamise ja sertifitseerimise osakonna põhimäärus";"vigane viide regulatsioonile"
"PMK-004";"Teravilja ja teraviljasaaduste nõuetekohasuse tõendamine";"http://pmk.agri.ee/files/f413/Lisa%207.pdf";"Põllumajandusuuringute Keskus";"Maaeluministeeriumi haldusala";"Vastavustõendamise ja sertifitseerimise osakonna teenustööde nimekiri";"vigane viide regulatsioonile"
"PMK-005";"Seemnete kvaliteedi määramine";"http://pmk.agri.ee/files/f491/skl.PDF";"Põllumajandusuuringute Keskus";"Maaeluministeeriumi haldusala";"Seemnekontrolli laboratooriumi põhimäärus";"vigane viide regulatsioonile"
"PMK-005";"Seemnete kvaliteedi määramine";"http://pmk.agri.ee/files/f413/Lisa%206.pdf";"Põllumajandusuuringute Keskus";"Maaeluministeeriumi haldusala";"Seemnekontrolli laboratooriumi hinnakiri";"vigane viide regulatsioonile"
"PMK-006";"Mulla, kasvusubstraadi, mineraal- ja lubiväetiste, orgaaniliste väetiste ja turba ning sõnniku analüüsid";"http://pmk.agri.ee/files/f402/akl_pohimaarus.pdf";"Põllumajandusuuringute Keskus";"Maaeluministeeriumi haldusala";"Põllumajandusuuringute keskuse agrokeemia laboratooriumi põhimäärus";"vigane viide regulatsioonile"
"PMK-006";"Mulla, kasvusubstraadi, mineraal- ja lubiväetiste, orgaaniliste väetiste ja turba ning sõnniku analüüsid";"http://pmk.agri.ee/files/f413/Lisa%203.pdf";"Põllumajandusuuringute Keskus";"Maaeluministeeriumi haldusala";"Agrokeemia laboratooriumi teenustööde hinnakiri";"vigane viide regulatsioonile"
"PMK-007";"Teravilja, teraviljasaaduse ja söötade laboratoorne analüüs";"http://pmk.agri.ee/files/f413/Lisa%201.pdf";"Põllumajandusuuringute Keskus";"Maaeluministeeriumi haldusala";"Taimse materjali laboratooriumi teenustööde hinnakiri";"vigane viide regulatsioonile"
"VET-015";"Elusloomade veoloa taotlemine";"http://eur-lex.europa.eu/legal-content/ET/TXT/PDF/?uri=CELEX:32005R0001&qid=1470637768136&from=en";"Veterinaar- ja Toiduamet";"Maaeluministeeriumi haldusala";"Council Regulation (EC) No 1/2005 of 22 December 2004 on the protection of animals during transport and related operations and amending Directives 64/432/EEC and 93/119/EC and Regulation (EC) No 1255/97 ";"vigane viide regulatsioonile"
"VET-016";"Elusloomi vedava maanteesõiduki juhi või saatja pädevustunnistuse taotlemine";"http://eur-lex.europa.eu/legal-content/ET/TXT/PDF/?uri=CELEX:32005R0001&qid=1470637768136&from=en";"Veterinaar- ja Toiduamet";"Maaeluministeeriumi haldusala";"Council Regulation (EC) No 1/2005 of 22 December 2004 on the protection of animals during transport and related operations and amending Directives 64/432/EEC and 93/119/EC and Regulation (EC) No 1255/97 ";"vigane viide regulatsioonile"
