"teenused_id";"teenuse_nimi";"vigane_url";"asutus";"haldusala";"õigusakti_pealkiri (olemasolul)";"vea_kirjeldus"
"TJA-021";"Pürotehnilise toote käitlemise tegevusloa taotluse läbivaatamine";"https://emoodul.tja.ee/web/";"Tehnilise Järelevalve Amet";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"pole";"vigane viide kanalile"
"RIA-009";"DVK universaalkliendi (UK) tarkvara allalaadimine";"https://svn.eesti.ee/projektid/dvk/client/";"Riigi Infosüsteemi Amet (RIA)";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"pole";"vigane viide kanalile"
"MKM-007";"Avalike teenuste pakkumise arendamiseks toetuse taotlemine";"https://www.ria.ee/avalike-teenuste-arendamine-sf/";"Majandus- ja Kommunikatsiooniministeerium";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"pole";"vigane viide kanalile"
"RIA-010";"DVK dokumendi saatmise katkestamine";"https://www.ria.ee/dokumendivahetus/";"Riigi Infosüsteemi Amet (RIA)";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"pole";"vigane viide kanalile"
"RIA-044";"x-tee turvaserveri IP muutmine (test-ja toodangukeskkond)";"https://www.ria.ee/ee/x-tee-kkk.html#ipmuutmine";"Riigi Infosüsteemi Amet (RIA)";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"pole";"vigane viide kanalile"
"RIA-045";"x-tee turvaserveri tarkvara";"https://www.ria.ee/ee/x-tee-kkk.html#uuendus";"Riigi Infosüsteemi Amet (RIA)";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"pole";"vigane viide kanalile"
"RIA-024";"Digitaalne arhiiv";"https://www.ria.ee/taristu.html";"Riigi Infosüsteemi Amet (RIA)";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"pole";"vigane viide kanalile"
"RIA-025";"Inkubatsioon ehk uue teenuse majutamine juurutamisfaasis";"https://www.ria.ee/taristu.html";"Riigi Infosüsteemi Amet (RIA)";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"pole";"vigane viide kanalile"
"RIA-023";"Varuvõimsus";"https://www.ria.ee/taristu.html";"Riigi Infosüsteemi Amet (RIA)";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"pole";"vigane viide kanalile"
"RIA-021";"BI komponentide majutus";"https://www.ria.ee/taristu.html";"Riigi Infosüsteemi Amet (RIA)";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"pole";"vigane viide kanalile"
"RIA-022";"Hostelteenus";"https://www.ria.ee/taristu.html";"Riigi Infosüsteemi Amet (RIA)";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"pole";"vigane viide kanalile"
"RIA-008";"x-teega liitumine (arenduskeskkond)";"https://www.ria.ee/x-tee-keskkonnad/";"Riigi Infosüsteemi Amet (RIA)";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"pole";"vigane viide kanalile"
"TJA-043";"Raadiosagedusloa muutmine";"Sagedusloa omanik esitab TJA-le  taotluse sagedusloa tingimuste muutmiseks.";"Tehnilise Järelevalve Amet";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"pole";"vigane viide kanalile"
"TJA-051";"Ajatempliteenuse osutaja registreerimine";"http://www.tja.ee/digitaalallkiri/";"Tehnilise Järelevalve Amet";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Digitaalallkiri";"vigane viide regulatsioonile"
